VisitorId,Time spent (minutes),Money spent (euros),Day
723,122,33.2,1
488,50,27.6,3
649,98,27.6,6
1329,110,44.4,6
208,98,27.6,3
208,38,33.2,2
59,26,27.6,6
630,38,27.6,2
1109,50,16.4,6
791,26,27.6,3
208,38,27.6,7
538,62,27.6,4
1410,50,27.6,5
320,50,22,6
1446,74,44.4,6
59,74,38.8,3
918,98,16.4,4
1410,14,27.6,3
1109,38,33.2,1
804,86,33.2,7
888,14,44.4,7
199,14,27.6,6
1387,50,33.2,6
208,86,27.6,5
971,62,22,7
199,50,38.8,1
1207,50,44.4,1
1446,14,27.6,3
68,50,33.2,7
1282,110,16.4,4
888,62,33.2,6
208,38,44.4,3
237,74,22,4
918,26,22,5
1114,62,44.4,3
1245,26,27.6,6
1207,38,10.8,6
1519,62,44.4,7
59,86,38.8,7
1207,14,33.2,6
68,38,33.2,6
534,122,33.2,6
237,98,44.4,7
237,86,38.8,4
970,,27.6,6
1282,110,22,2
208,26,33.2,6
1382,50,44.4,1
1446,86,22,6
1387,98,50,5
1446,14,22,2
208,110,27.6,7
918,74,33.2,5
630,14,38.8,4
246,62,38.8,5
1114,50,44.4,2
888,110,38.8,4
237,26,27.6,6
837,50,44.4,7
1519,26,38.8,1
837,86,33.2,3
1109,86,27.6,5
59,86,27.6,4
208,38,38.8,5
1373,122,33.2,4
1520,38,22,3
888,14,33.2,3
429,26,38.8,6
1519,110,27.6,7
52,50,50,4
538,74,10.8,4
918,26,27.6,6
1382,50,16.4,6
52,26,16.4,7
888,14,27.6,6
630,74,22,7
1410,110,50,3
199,14,16.4,4
1387,110,44.4,7
199,74,27.6,1
208,110,38.8,7
59,62,22,1
888,26,38.8,4
1410,74,50,7
59,86,44.4,2
888,62,27.6,2
971,38,38.8,6
1278,26,16.4,4
1446,62,33.2,5
1195,110,33.2,5
630,38,27.6,4
1114,86,33.2,7
429,98,27.6,1
1387,98,27.6,5
320,62,33.2,7
208,50,44.4,6
1410,26,38.8,6
1410,38,27.6,2
1382,50,22,1
319,14,27.6,7
918,26,33.2,2
1278,62,38.8,3
630,62,44.4,5
1329,26,33.2,4
1387,14,16.4,7
237,98,22,3
538,110,44.4,7
237,98,22,7
319,74,22,1
68,38,38.8,2
1109,86,27.6,6
888,98,38.8,1
488,50,38.8,5
319,86,27.6,1
1387,74,22,6
237,122,22,2
429,62,22,3
630,98,33.2,7
534,50,33.2,5
917,62,44.4,5
208,26,22,5
208,26,33.2,3
319,26,27.6,4
237,98,27.6,6
1410,62,22,1
1519,38,33.2,5
1207,26,33.2,1
649,50,44.4,4
630,86,44.4,6
199,50,10.8,2
1329,50,44.4,6
1114,14,22,1
208,62,27.6,1
538,86,44.4,1
208,62,33.2,5
1195,38,22,4
208,62,33.2,4
1452,50,33.2,2
246,62,44.4,4
1207,26,27.6,6
59,14,38.8,6
52,50,27.6,7
918,38,33.2,5
1382,62,22,7
837,62,22,4
208,50,38.8,3
918,110,22,3
208,86,44.4,3
1109,50,33.2,5
1260,26,27.6,3
429,26,50,4
1282,38,27.6,1
1382,50,33.2,5
1114,50,33.2,6
208,62,22,2
837,62,44.4,3
837,86,38.8,
208,74,27.6,5
1207,38,22,3
630,50,33.2,4
1446,26,22,3
320,50,33.2,5
1520,14,22,5
837,86,44.4,4
1446,38,44.4,2
1109,38,38.8,2
364,26,50,2
199,74,50,1
208,26,22,6
237,38,38.8,7
1387,62,33.2,5
837,26,22,4
488,74,22,6
1387,26,27.6,6
1382,110,50,5
1245,98,27.6,5
320,26,38.8,4
837,14,27.6,5
682,50,27.6,2
1282,26,44.4,4
237,110,38.8,7
1410,50,38.8,2
1410,50,27.6,7
320,50,22,6
1260,50,27.6,6
246,50,22,1
208,74,27.6,
1382,26,16.4,7
1109,62,22,
1410,62,50,7
1109,26,22,
1207,38,22,5
59,26,50,7
649,86,33.2,4
1410,,22,7
630,122,22,7
1282,98,38.8,2
1387,122,44.4,1
1282,86,27.6,2
320,110,33.2,3
791,26,38.8,5
208,26,38.8,1
1109,62,44.4,6
630,26,33.2,6
480,26,27.6,6
1207,,33.2,2
364,38,27.6,6
1519,50,22,1
1387,38,22,6
1410,26,27.6,5
1260,62,33.2,5
918,,38.8,2
888,26,38.8,6
237,62,22,3
199,62,44.4,4
682,,27.6,2
917,74,22,7
1260,38,33.2,7
971,50,33.2,5
723,38,22,1
630,50,27.6,7
320,62,50,1
630,98,44.4,7
1282,86,27.6,6
1260,86,22,6
810,50,38.8,5
237,110,38.8,6
1329,38,38.8,2
538,62,10.8,3
1109,62,38.8,6
1382,110,22,7
1282,26,38.8,1
1207,86,33.2,4
364,26,50,2
60,,38.8,6
60,62,22,7
837,62,38.8,6
208,26,27.6,3
59,26,44.4,7
429,74,33.2,6
1109,14,16.4,6
320,50,38.8,6
837,26,50,5
1109,26,22,4
246,50,22,4
199,110,38.8,3
246,38,44.4,4
1282,38,38.8,5
319,26,27.6,2
1233,86,27.6,1
237,98,16.4,7
630,38,44.4,7
208,86,27.6,1
630,50,22,7
208,74,27.6,7
1519,50,44.4,7
723,38,22,5
888,74,22,5
649,50,38.8,3
68,38,33.2,6
592,50,38.8,2
1519,26,44.4,5
429,86,33.2,3
246,38,27.6,4
538,62,27.6,7
804,86,44.4,4
1207,26,33.2,7
1282,14,38.8,5
837,,27.6,3
1452,38,44.4,2
237,110,27.6,2
1382,38,33.2,7
237,74,22,5
630,110,33.2,5
59,86,27.6,5
888,74,38.8,2
59,110,27.6,4
1373,98,44.4,6
59,110,38.8,3
1387,14,33.2,5
246,62,44.4,1
1109,74,27.6,7
246,38,27.6,2
1278,38,27.6,6
1260,86,16.4,2
1387,26,22,5
791,74,16.4,4
1109,86,27.6,4
1282,98,38.8,1
364,26,22,5
630,38,16.4,2
246,62,44.4,4
1410,26,22,7
837,86,16.4,4
1114,26,33.2,3
804,50,33.2,7
917,110,33.2,4
1387,26,16.4,7
59,74,33.2,3
429,14,16.4,1
208,110,27.6,6
237,50,33.2,7
320,74,38.8,5
1387,74,22,3
804,50,22,3
1519,122,27.6,2
918,98,27.6,1
1446,14,22,2
59,14,22,3
918,50,33.2,4
1109,50,44.4,4
1114,14,10.8,4
1207,38,27.6,4
1519,,27.6,6
208,38,27.6,6
59,26,27.6,4
917,110,22,5
1207,50,27.6,2
1329,38,27.6,4
364,14,50,7
888,122,16.4,7
1260,50,27.6,3
246,110,44.4,2
319,98,33.2,2
837,50,22,1
320,62,38.8,7
1519,38,27.6,7
208,98,16.4,1
319,50,16.4,7
1207,50,22,7
971,50,27.6,5
480,98,33.2,6
320,50,22,4
246,50,22,1
918,14,50,6
791,86,33.2,5
237,50,33.2,5
1382,38,22,7
208,62,38.8,6
208,98,22,4
1282,26,27.6,2
320,62,33.2,4
630,62,33.2,7
1329,38,27.6,4
810,50,44.4,7
1278,26,22,3
538,62,27.6,4
1452,62,27.6,5
1382,74,38.8,2
538,38,38.8,4
1260,62,38.8,
237,62,22,1
918,98,38.8,6
1109,50,10.8,4
888,50,16.4,1
837,38,22,7
59,50,38.8,3
237,14,27.6,2
208,110,44.4,6
320,50,27.6,6
1452,38,22,6
1282,,38.8,5
888,50,44.4,3
971,50,22,7
1207,26,38.8,6
246,62,33.2,6
630,98,10.8,5
480,50,10.8,1
1109,98,27.6,5
1382,26,44.4,5
246,26,27.6,2
59,74,38.8,6
1109,26,38.8,7
1387,50,33.2,3
429,26,38.8,4
1282,74,33.2,6
918,38,27.6,3
208,38,27.6,5
1109,50,22,2
1004,14,38.8,7
970,14,27.6,1
237,74,38.8,4
1382,50,27.6,4
630,38,27.6,5
320,110,22,7
723,26,38.8,5
837,74,16.4,5
1387,14,22,7
1373,38,22,2
723,62,33.2,
429,110,38.8,3
1373,38,50,5
917,38,27.6,3
1410,62,38.8,4
1329,74,38.8,7
1519,98,44.4,1
199,26,38.8,5
837,98,22,3
918,,38.8,
1195,62,38.8,7
1207,26,22,3
208,14,27.6,7
538,110,22,6
1233,38,44.4,3
429,62,27.6,6
723,62,33.2,5
1382,,22,6
1109,50,38.8,2
199,50,22,4
246,110,44.4,5
457,86,22,2
1207,98,27.6,5
429,74,22,4
246,38,27.6,1
1245,98,50,5
364,38,38.8,4
208,26,27.6,4
208,62,38.8,6
630,26,22,6
917,38,22,6
1519,50,16.4,7
1387,38,33.2,6
488,38,33.2,1
1373,62,22,1
1004,14,22,1
1446,38,44.4,6
837,62,38.8,6
1329,38,33.2,1
480,38,27.6,4
1278,38,38.8,7
1282,26,33.2,6
1452,62,38.8,4
1282,86,38.8,4
1382,62,38.8,5
1329,26,33.2,7
68,38,22,7
1207,74,38.8,2
682,50,33.2,4
1207,62,50,3
208,,44.4,3
1410,74,22,1
971,110,33.2,2
630,74,27.6,3
320,86,33.2,2
246,26,38.8,7
1114,62,22,6
1446,86,38.8,6
237,26,38.8,3
60,86,22,2
60,26,10.8,7
208,62,50,7
1278,14,38.8,4
208,50,50,2
630,62,22,3
1245,14,44.4,6
888,98,44.4,3
888,62,33.2,7
208,38,22,6
429,110,27.6,1
888,50,16.4,6
320,110,22,6
208,50,50,4
1387,62,33.2,6
1245,74,33.2,7
364,14,38.8,3
237,38,44.4,7
888,,22,7
1519,86,27.6,7
1520,110,44.4,4
630,38,33.2,1
208,50,22,3
630,26,10.8,1
630,110,38.8,5
1207,26,22,7
888,38,44.4,2
237,62,27.6,6
971,86,22,7
429,50,38.8,7
1282,26,44.4,2
237,38,27.6,1
199,26,27.6,3
1233,26,22,7
791,98,38.8,5
1207,26,27.6,2
320,38,22,7
319,110,22,4
237,50,38.8,7
1207,38,38.8,1
1329,86,44.4,3
888,50,27.6,5
1452,26,38.8,4
630,98,33.2,1
917,38,16.4,5
918,62,27.6,1
1446,98,22,3
630,38,22,3
319,74,22,1
208,38,44.4,5
1207,110,50,
918,26,33.2,3
1519,50,27.6,1
837,26,44.4,7
320,26,33.2,2
320,14,38.8,4
804,26,10.8,2
488,62,38.8,6
237,26,38.8,2
237,98,38.8,7
246,38,22,6
319,86,27.6,5
1195,122,22,5
208,86,38.8,7
320,50,27.6,5
1387,26,33.2,3
320,62,38.8,3
888,62,38.8,3
429,14,27.6,
208,,22,1
1109,14,10.8,5
320,38,38.8,4
1373,38,50,7
208,98,22,2
1452,86,44.4,3
237,50,27.6,6
1207,26,33.2,7
1446,38,22,7
1114,26,27.6,7
60,26,22,2
804,26,27.6,5
804,14,22,4
208,38,27.6,6
320,98,33.2,6
1114,14,27.6,7
246,62,50,5
60,62,38.8,4
1387,26,38.8,2
59,14,50,4
1329,,44.4,6
1410,38,44.4,4
59,,44.4,6
1410,14,27.6,2
246,50,22,4
810,26,44.4,6
917,122,38.8,7
1004,26,16.4,2
1382,26,27.6,7
837,50,22,6
1260,62,44.4,7
970,50,38.8,1
1387,74,27.6,5
237,14,38.8,2
1329,110,38.8,6
1114,110,22,5
888,74,33.2,1
1382,26,38.8,3
68,38,38.8,4
199,38,44.4,5
1329,62,44.4,7
538,62,22,7
888,26,27.6,7
1051,50,27.6,6
1519,62,33.2,1
888,86,38.8,5
1278,26,33.2,2
320,38,22,7
630,14,33.2,5
1109,110,38.8,6
810,62,38.8,1
208,38,22,6
1051,26,38.8,6
917,26,22,5
1519,14,27.6,2
1282,110,33.2,3
59,38,27.6,5
1410,26,27.6,5
59,38,27.6,2
1282,,22,3
1114,14,16.4,4
837,86,44.4,7
1382,110,38.8,6
837,38,27.6,5
1410,122,38.8,2
1410,62,22,4
888,110,27.6,5
208,26,22,5
199,110,27.6,7
1109,50,38.8,7
1207,62,22,1
1382,62,27.6,1
682,62,27.6,3
246,26,16.4,7
208,26,27.6,2
1382,62,27.6,4
917,50,38.8,1
429,14,27.6,5
917,98,44.4,7
682,74,22,1
1410,38,44.4,7
1207,38,22,3
246,74,27.6,5
364,110,27.6,2
888,50,38.8,2
723,110,38.8,5
364,38,22,2
1260,26,38.8,7
320,50,33.2,4
630,38,27.6,7
1109,,44.4,6
246,26,27.6,4
68,50,44.4,4
1207,62,27.6,7
59,62,44.4,7
1373,,27.6,2
1329,122,16.4,3
1245,98,27.6,6
1051,26,44.4,6
917,98,33.2,4
1207,38,38.8,5
1373,26,16.4,7
237,62,44.4,1
837,62,33.2,5
1410,98,27.6,3
246,38,38.8,1
538,86,22,4
1207,50,44.4,4
429,110,22,4
208,50,50,7
1410,62,33.2,7
888,,38.8,5
1373,50,27.6,5
1260,74,38.8,3
918,50,33.2,5
970,62,33.2,5
970,74,27.6,4
158,,38.8,5
1109,62,44.4,5
1410,26,44.4,5
1004,26,33.2,2
1282,50,38.8,5
837,38,38.8,2
1382,62,38.8,7
1207,98,10.8,7
246,50,27.6,5
888,50,33.2,2
208,,22,2
538,26,38.8,3
592,62,33.2,3
1519,110,22,6
1207,50,50,3
1109,74,33.2,7
208,98,27.6,5
630,26,16.4,3
918,26,27.6,7
1520,14,38.8,6
208,62,27.6,6
1245,98,38.8,3
1410,50,27.6,2
1207,50,22,2
1278,50,22,1
1382,38,33.2,6
199,110,27.6,5
457,98,22,2
837,86,38.8,6
1051,122,16.4,5
1410,26,33.2,5
791,50,38.8,7
60,50,38.8,3
837,38,27.6,4
320,74,33.2,5
970,26,22,4
1207,38,38.8,6
1207,74,38.8,7
208,26,22,5
59,62,27.6,6
813,74,27.6,2
199,,22,7
1387,86,16.4,2
1282,38,38.8,3
971,26,27.6,2
208,62,16.4,3
1446,86,33.2,5
237,86,44.4,7
1051,38,33.2,7
364,26,27.6,4
837,26,22,5
1109,26,10.8,4
1452,38,44.4,6
429,50,50,3
810,14,27.6,6
1410,,16.4,7
480,110,38.8,3
888,98,50,2
1109,98,27.6,6
1207,62,50,4
723,50,27.6,1
237,26,38.8,5
1329,74,38.8,5
888,38,27.6,1
918,,27.6,1
488,62,22,1
1410,,33.2,7
1387,50,38.8,7
538,38,44.4,7
1329,50,22,3
1051,26,22,1
918,62,33.2,7
918,26,22,4
837,26,33.2,6
246,98,22,5
1373,38,33.2,6
538,26,33.2,6
237,98,16.4,1
918,86,44.4,7
630,98,38.8,4
1109,62,38.8,1
319,98,50,2
649,98,38.8,2
970,50,27.6,7
630,38,16.4,5
59,50,38.8,2
970,50,22,7
1387,110,22,1
1207,50,33.2,5
630,86,16.4,5
1207,50,44.4,6
1519,38,33.2,1
246,14,38.8,4
1109,74,27.6,6
970,38,22,2
208,50,22,4
888,62,33.2,1
791,74,22,3
208,26,44.4,7
1278,86,33.2,6
592,26,38.8,3
1233,74,38.8,6
630,26,50,1
917,38,22,2
1519,98,38.8,2
1278,38,38.8,5
364,98,16.4,7
971,74,50,6
208,38,50,6
1282,26,27.6,3
320,14,33.2,2
1282,26,16.4,5
1410,62,22,5
52,98,44.4,3
970,98,27.6,7
208,86,27.6,7
320,86,22,6
1410,26,27.6,1
319,86,27.6,6
1520,26,22,2
538,50,50,1
1282,62,33.2,6
1446,14,33.2,5
630,26,33.2,3
1410,38,38.8,7
1233,62,44.4,5
1410,38,27.6,6
237,50,22,7
1329,74,10.8,2
208,74,22,7
917,26,38.8,5
246,50,33.2,5
1233,122,44.4,7
246,86,22,6
888,50,38.8,1
970,38,16.4,6
970,98,33.2,5
1233,38,22,3
538,26,33.2,7
208,26,44.4,3
246,86,38.8,6
1207,50,33.2,6
1260,110,16.4,4
1109,74,33.2,6
837,50,22,3
1410,50,33.2,5
813,50,22,1
649,62,27.6,5
1278,38,38.8,6
649,26,33.2,1
1282,98,27.6,3
1004,74,27.6,6
1109,50,22,4
1195,86,33.2,3
59,62,33.2,
971,26,50,4
208,98,27.6,1
971,26,22,3
592,,27.6,6
237,62,27.6,4
1207,74,33.2,6
918,38,38.8,3
837,74,38.8,1
917,50,16.4,7
810,62,38.8,4
59,110,38.8,2
971,62,44.4,4
538,38,44.4,4
199,86,38.8,6
208,14,44.4,6
364,50,16.4,6
804,62,27.6,4
1329,110,44.4,5
320,50,38.8,3
970,74,22,1
1329,26,22,2
208,14,50,7
888,74,38.8,6
1410,26,50,3
1109,38,27.6,5
918,50,33.2,5
791,110,38.8,5
1452,14,38.8,3
723,110,44.4,5
1519,86,27.6,3
918,38,44.4,6
1207,38,38.8,5
59,26,38.8,5
60,14,10.8,7
1109,26,22,4
208,50,27.6,1
918,26,16.4,2
1452,50,33.2,5
1446,26,44.4,6
208,86,33.2,7
237,50,33.2,4
1109,110,10.8,4
918,26,22,4
59,38,38.8,3
1410,38,33.2,7
208,50,22,7
1410,86,33.2,3
971,62,10.8,3
199,,33.2,7
1109,62,10.8,2
1207,26,44.4,3
1329,38,22,3
1382,14,22,5
837,86,22,7
59,86,27.6,6
723,62,33.2,6
364,74,22,3
1207,74,44.4,6
1410,26,16.4,5
682,26,33.2,7
364,62,33.2,3
1109,38,44.4,5
791,50,16.4,5
918,38,38.8,7
320,50,22,5
59,38,33.2,4
199,74,44.4,6
1195,26,38.8,3
208,38,16.4,4
1114,62,27.6,6
364,26,44.4,3
918,26,33.2,4
1282,14,33.2,7
1260,86,27.6,6
1233,62,27.6,1
237,14,44.4,4
1109,38,38.8,2
1207,38,38.8,3
630,38,22,6
1387,122,22,7
246,110,27.6,5
237,50,38.8,6
1329,62,27.6,4
1114,74,33.2,1
364,38,38.8,2
1207,98,33.2,6
199,110,22,7
888,26,33.2,3
364,38,33.2,1
1446,50,16.4,7
1519,62,38.8,4
208,,27.6,3
837,26,16.4,4
1519,,27.6,4
1519,,22,3
1109,62,16.4,6
1452,74,27.6,5
630,,33.2,6
1278,38,27.6,1
1410,38,27.6,7
320,,33.2,3
837,50,10.8,2
918,110,27.6,4
1109,110,38.8,4
320,,38.8,4
1278,62,27.6,5
237,50,27.6,6
1410,110,22,5
237,,27.6,3
59,26,22,3
1410,38,38.8,4
1382,26,50,2
1519,122,10.8,7
1114,38,22,4
1329,50,38.8,3
199,98,16.4,5
1282,38,33.2,4
1278,50,27.6,2
1051,74,27.6,5
538,62,33.2,6
1282,50,50,3
199,74,22,7
1109,98,22,4
68,62,16.4,5
1004,14,38.8,7
1282,62,33.2,3
1207,14,33.2,1
918,110,16.4,6
1282,86,27.6,3
971,,27.6,4
237,38,33.2,5
1207,38,33.2,2
488,50,44.4,6
1373,26,44.4,5
804,38,38.8,2
723,50,33.2,6
1382,62,33.2,3
237,14,33.2,6
246,74,50,1
1207,122,33.2,1
237,86,27.6,5
237,26,33.2,5
320,86,33.2,7
429,38,33.2,6
457,98,50,6
538,74,38.8,1
1207,26,22,5
630,26,27.6,1
1282,50,27.6,7
630,86,50,4
1109,26,38.8,3
237,38,27.6,7
1245,86,22,2
1329,110,22,2
246,26,22,7
1282,110,38.8,6
630,98,22,3
837,62,22,6
918,62,33.2,3
538,,50,1
208,110,38.8,6
918,62,33.2,3
918,110,22,7
1207,74,16.4,6
1109,86,27.6,2
237,38,44.4,5
1207,98,27.6,6
1282,50,22,4
237,122,44.4,5
429,74,38.8,5
1387,86,33.2,7
682,74,22,6
320,50,27.6,2
429,38,22,1
1207,26,22,6
1109,26,27.6,3
1207,62,27.6,1
538,62,33.2,3
1282,38,27.6,6
1446,38,27.6,6
837,,33.2,7
320,110,22,3
199,74,38.8,6
630,74,33.2,6
364,50,27.6,7
917,14,44.4,6
1519,26,27.6,1
630,50,22,4
1519,26,50,3
1329,62,22,3
917,38,38.8,5
791,50,38.8,5
1446,74,27.6,5
320,38,22,5
320,86,22,4
630,62,27.6,2
1207,86,38.8,2
971,38,27.6,6
1051,74,22,3
320,14,16.4,3
837,26,27.6,5
364,86,33.2,5
1109,86,22,3
1195,86,22,5
320,122,22,1
592,74,10.8,1
1207,38,22,6
1329,38,38.8,1
320,50,22,1
837,110,38.8,6
246,62,33.2,6
1051,26,38.8,7
1282,50,22,6
810,74,38.8,7
52,50,27.6,6
1207,50,27.6,4
1519,26,44.4,3
1245,98,38.8,7
320,38,27.6,5
429,86,44.4,4
246,38,16.4,7
208,50,27.6,5
1446,62,22,7
429,,44.4,6
810,14,50,4
1410,86,33.2,6
1278,74,33.2,4
1452,,50,7
208,74,22,6
918,74,22,1
237,74,44.4,1
208,122,33.2,5
208,38,22,5
1446,14,44.4,6
1109,50,33.2,1
364,38,22,4
723,110,44.4,5
1207,38,27.6,1
52,74,27.6,6
429,14,22,6
1109,26,33.2,3
320,38,44.4,4
1387,86,33.2,7
538,74,38.8,3
837,62,22,6
1382,38,27.6,6
320,98,22,2
429,38,50,1
208,74,27.6,2
630,98,27.6,2
246,62,33.2,1
246,38,27.6,3
1519,74,44.4,7
538,98,27.6,6
888,38,27.6,6
208,38,27.6,5
1519,38,27.6,7
1519,110,27.6,3
237,98,33.2,3
630,74,22,7
1519,26,44.4,5
1410,86,27.6,4
971,26,22,5
237,74,33.2,5
1446,50,38.8,1
918,50,38.8,3
320,62,33.2,7
1282,110,27.6,2
1109,74,10.8,3
1278,50,27.6,4
1387,74,27.6,7
837,110,33.2,2
1519,50,22,7
364,110,16.4,2
971,14,22,4
429,50,22,4
1410,26,44.4,2
1410,74,33.2,2
199,110,44.4,3
457,86,27.6,3
970,26,10.8,6
1109,,38.8,4
630,62,22,5
888,74,27.6,6
630,62,27.6,1
59,62,44.4,6
1452,38,22,7
1387,50,27.6,5
1446,14,22,3
1452,38,38.8,1
1373,50,33.2,3
237,74,27.6,7
888,26,27.6,7
429,62,38.8,3
1282,14,22,5
1410,50,16.4,6
630,38,38.8,6
630,26,27.6,1
246,74,22,5
918,50,44.4,3
1207,38,27.6,3
59,38,27.6,4
791,,22,6
971,74,22,3
837,110,27.6,1
1373,86,22,1
918,26,22,3
319,26,38.8,4
320,26,27.6,4
888,62,22,3
791,98,22,1
538,62,27.6,5
246,38,33.2,2
1520,38,27.6,4
888,26,33.2,1
1519,50,16.4,4
246,26,22,7
837,62,33.2,2
888,62,44.4,6
630,38,22,7
68,98,44.4,7
208,110,22,1
813,50,27.6,1
1329,62,44.4,7
1233,38,27.6,2
1207,62,22,7
1519,,10.8,5
837,98,33.2,5
199,110,33.2,6
429,38,33.2,3
246,14,27.6,1
918,86,27.6,3
59,62,38.8,6
364,122,38.8,5
1519,86,16.4,7
1387,86,27.6,6
320,26,38.8,7
970,26,38.8,6
1373,38,33.2,5
1387,,22,2
918,62,33.2,1
429,110,27.6,6
1329,86,38.8,3
630,74,27.6,5
429,62,38.8,5
538,62,38.8,3
538,74,22,3
320,26,33.2,6
1519,110,44.4,3
320,86,33.2,7
1410,98,27.6,7
320,62,38.8,5
1410,26,27.6,1
723,62,33.2,6
237,26,22,5
429,38,27.6,5
59,50,38.8,5
1452,38,16.4,7
534,38,22,4
59,62,44.4,6
1207,62,33.2,4
918,38,33.2,4
918,38,44.4,2
59,110,27.6,6
429,38,38.8,6
364,38,33.2,6
1329,38,38.8,2
888,62,27.6,1
246,86,38.8,4
429,62,38.8,5
429,38,44.4,5
1233,38,38.8,4
1410,,44.4,5
1520,38,33.2,6
534,74,16.4,7
320,26,22,4
918,38,38.8,7
723,98,33.2,3
208,26,27.6,7
592,,38.8,5
1446,110,44.4,6
1329,50,22,7
1446,26,44.4,1
888,74,38.8,6
918,98,33.2,7
199,,50,4
918,14,22,3
1387,62,16.4,4
837,38,16.4,1
60,26,22,7
630,38,33.2,2
1519,26,27.6,6
1233,26,38.8,5
1207,,38.8,7
1382,98,27.6,2
1382,74,44.4,6
1387,86,44.4,2
810,26,33.2,4
68,110,38.8,5
237,74,16.4,6
837,38,33.2,6
52,86,27.6,6
1410,14,27.6,1
918,26,33.2,5
1051,38,44.4,4
1382,26,33.2,6
810,50,38.8,7
888,74,44.4,1
1278,26,22,5
237,50,50,1
1519,62,38.8,6
917,110,44.4,7
199,62,16.4,7
1373,74,22,6
320,98,38.8,5
888,38,22,6
810,38,27.6,6
237,38,27.6,4
592,14,22,6
1446,62,16.4,5
320,26,38.8,4
59,62,38.8,4
630,98,22,3
810,86,10.8,7
319,86,27.6,6
429,86,38.8,7
630,38,44.4,3
1109,38,44.4,4
1109,86,27.6,5
246,38,27.6,4
1207,,38.8,4
319,14,33.2,6
1245,26,33.2,5
791,50,22,7
1452,14,38.8,4
1051,26,44.4,5
1410,38,50,3
1195,26,44.4,3
246,26,44.4,7
1329,98,38.8,5
1382,38,38.8,4
1282,98,16.4,3
970,14,33.2,4
918,86,38.8,1
320,38,38.8,7
429,62,38.8,5
1387,110,22,7
488,62,38.8,6
630,62,22,6
1245,98,22,4
1452,62,33.2,4
246,50,22,6
208,38,22,3
199,26,33.2,6
1329,86,33.2,3
682,62,27.6,3
810,26,33.2,4
1282,110,16.4,4
1282,26,44.4,1
810,50,50,1
429,86,38.8,3
1109,38,22,2
1387,122,27.6,3
1207,38,44.4,2
320,110,33.2,4
1109,62,44.4,1
1452,,22,3
52,14,44.4,3
68,62,22,5
837,38,27.6,7
480,62,22,4
1109,38,27.6,3
1410,62,22,2
320,38,44.4,3
1195,38,27.6,4
59,50,27.6,6
237,50,27.6,6
208,98,16.4,3
917,,33.2,6
208,26,38.8,3
237,98,16.4,6
60,26,27.6,5
208,74,27.6,3
1410,38,38.8,5
682,98,16.4,7
918,38,22,5
1446,74,38.8,1
1233,38,38.8,2
791,86,16.4,7
1382,38,27.6,1
1387,26,16.4,6
918,74,22,1
1446,74,33.2,5
1373,86,27.6,6
538,26,44.4,3
1410,62,44.4,6
1519,98,22,5
1452,38,38.8,1
1452,62,22,5
1278,26,44.4,5
918,50,33.2,7
630,38,27.6,3
837,122,44.4,6
60,74,50,4
970,74,50,2
1207,38,22,7
1051,26,44.4,6
918,26,38.8,6
1207,26,27.6,5
538,86,38.8,7
1520,86,27.6,5
810,74,38.8,4
1282,38,27.6,7
630,26,22,2
320,38,16.4,1
1278,62,16.4,1
1109,86,22,2
158,38,50,3
1260,,27.6,5
1410,74,22,6
1282,98,33.2,4
237,62,22,1
246,62,22,1
682,26,38.8,4
52,86,22,5
364,86,27.6,5
723,74,27.6,7
888,98,38.8,6
237,50,27.6,7
917,50,22,7
682,26,44.4,4
804,74,27.6,7
918,98,38.8,3
723,14,44.4,3
320,26,33.2,7
1195,62,22,2
1329,50,22,7
630,86,38.8,4
723,98,22,2
1519,38,22,4
1109,38,27.6,4
538,62,22,3
538,110,38.8,6
837,86,38.8,1
630,38,27.6,6
888,62,38.8,6
1410,50,27.6,3
320,14,27.6,2
1004,50,27.6,6
320,62,33.2,7
1387,74,27.6,6
237,14,33.2,2
837,38,33.2,6
199,50,44.4,7
1278,26,22,7
364,14,38.8,3
1207,26,50,2
1410,26,27.6,3
630,26,27.6,4
246,26,27.6,6
810,122,27.6,5
59,38,33.2,6
68,38,22,2
208,38,33.2,5
1446,62,33.2,7
208,98,44.4,7
208,50,38.8,6
1207,74,38.8,6
1245,62,22,5
1207,62,22,3
888,62,16.4,2
1410,98,27.6,7
320,26,22,3
888,26,44.4,7
59,14,27.6,4
1233,38,27.6,3
918,110,33.2,4
888,86,38.8,1
319,62,44.4,5
630,50,33.2,5
804,62,22,3
319,26,50,7
918,74,27.6,6
208,14,27.6,6
320,26,33.2,4
917,50,27.6,4
59,26,44.4,6
320,98,22,2
888,74,22,7
1329,98,33.2,3
364,50,38.8,7
1109,38,27.6,1
429,86,38.8,7
1519,62,22,3
534,62,44.4,4
59,38,22,1
1410,26,38.8,4
888,86,38.8,2
1387,50,38.8,2
723,38,38.8,2
1278,38,38.8,6
208,74,27.6,2
888,74,33.2,5
1387,110,27.6,3
319,98,22,1
630,14,33.2,7
237,110,22,3
1382,74,38.8,2
1329,86,38.8,2
320,38,38.8,7
1446,74,22,5
888,50,33.2,5
1410,26,22,5
208,38,38.8,3
1195,50,27.6,4
592,26,22,1
538,98,27.6,2
320,50,33.2,6
837,98,50,1
1410,86,44.4,5
59,50,38.8,6
970,122,22,1
68,122,22,7
1114,50,27.6,3
199,122,22,6
1109,50,27.6,7
682,38,27.6,4
60,26,44.4,7
